OrderID,Region,Product,Quantity,UnitPrice,Discount,AdvertisingSpend,CustomerAge,Sales
1531,North,Clothing,1,4557,0,1225,31,4557.0
1532,West,Clothing,11,4636,20,8201,46,40796.8
1533,North,Clothing,10,2240,5,1716,51,21280.0
1534,North,Electronics,18,1744,0,4551,35,31392.0
1535,East,Food,18,2900,5,2697,24,49590.0
1536,South,Clothing,17,241,5,3306,46,3892.15
1537,West,Electronics,8,1555,10,9470,48,11196.0
1538,East,Clothing,15,4896,5,1472,42,69768.0
1539,North,Clothing,8,2196,10,6134,55,15811.2
1540,South,Electronics,17,1425,15,7983,31,20591.25
1541,East,Food,12,1313,10,2623,25,14180.4
1542,South,Food,8,1259,20,9290,44,8057.6
1543,East,Furniture,14,4750,0,724,19,66500.0
1544,South,Electronics,4,4599,15,9532,34,15636.6
1545,North,Furniture,1,4797,15,2314,54,4077.45
1546,West,Furniture,1,440,20,1606,31,352.0
1547,North,Furniture,19,3928,10,624,42,67168.8
1548,West,Food,16,2068,0,3746,47,33088.0
1549,South,Electronics,14,803,10,3431,46,10117.8
1550,East,Furniture,16,4513,5,3471,37,68597.6
1551,North,Electronics,5,2529,10,2517,38,11380.5
1552,West,Electronics,9,1900,15,7915,39,14535.0
1553,North,Food,2,4748,0,2915,52,9496.0
1554,West,Furniture,18,955,10,3596,54,15471.0
1555,North,Furniture,6,1912,0,2109,33,11472.0
1556,West,Electronics,9,2966,0,1217,60,26694.0
1557,West,Clothing,1,3742,5,4061,34,3554.9
1558,South,Food,9,282,5,9708,33,2411.1
1559,West,Food,16,3212,15,7282,19,43683.2
1560,South,Food,13,4592,20,1548,21,47756.8
1561,West,Food,9,1617,0,8807,38,14553.0
1562,East,Furniture,13,1456,20,8405,56,15142.4
1563,East,Furniture,9,2274,15,6078,51,17396.1
1564,East,Clothing,11,3729,0,2120,47,41019.0
1565,West,Food,4,3728,0,7048,23,14912.0
1566,South,Food,2,4196,20,7881,34,6713.6
1567,South,Electronics,6,3339,10,5280,56,18030.6
1568,West,Furniture,14,3791,5,4292,42,50420.3
1569,East,Food,4,118,10,3441,22,424.8
1570,East,Clothing,6,3503,20,6195,22,16814.4
1571,South,Clothing,19,4779,5,6901,37,86260.95
1572,East,Furniture,6,4651,10,9669,33,25115.4
1573,North,Clothing,2,3104,5,6697,58,5897.6
1574,South,Clothing,18,1232,0,5950,54,22176.0
1575,East,Furniture,13,3439,10,9475,57,40236.3
1576,South,Food,9,3411,5,8932,26,29164.05
1577,North,Food,19,3472,5,6374,22,62669.6
1578,South,Clothing,13,1087,5,2053,59,13424.45
1579,South,Clothing,11,3421,10,1512,19,33867.9
1580,South,Food,1,4715,15,8878,26,4007.75
1581,South,Furniture,7,273,10,2381,60,1719.9
1582,North,Clothing,15,3841,20,7299,53,46092.0
1583,West,Electronics,1,3152,10,5086,39,2836.8
1584,South,Furniture,12,826,5,9122,39,9416.4
1585,South,Clothing,7,3860,0,8930,39,27020.0
1586,East,Clothing,15,1975,10,6947,51,26662.5
1587,South,Electronics,19,4133,10,2845,46,70674.3
1588,East,Electronics,1,1089,5,575,55,1034.55
1589,West,Food,17,3844,0,6377,63,65348.0
1590,North,Furniture,17,2786,0,7285,50,47362.0
1591,North,Furniture,3,519,20,5422,35,1245.6
1592,West,Food,12,693,10,8590,24,7484.4
1593,North,Furniture,6,1874,0,2830,18,11244.0
1594,West,Furniture,11,2559,0,5186,50,28149.0
1595,West,Furniture,3,1035,15,2402,18,2639.25
1596,West,Furniture,8,3908,15,5170,41,26574.4
1597,North,Furniture,14,431,0,7643,21,6034.0
1598,East,Electronics,14,3549,20,2559,21,39748.8
1599,West,Furniture,10,2802,0,640,35,28020.0
1600,South,Electronics,2,4106,5,2289,44,7801.4
1601,North,Furniture,14,3968,10,516,60,49996.8
1602,West,Food,9,4300,20,964,49,30960.0
1603,West,Clothing,3,301,5,4971,50,857.85
1604,South,Electronics,8,2597,20,2327,45,16620.8
1605,East,Furniture,16,1942,5,9211,59,29518.4
1606,East,Food,2,1966,10,6456,58,3538.8
1607,East,Clothing,6,2096,10,589,53,11318.4
1608,West,Electronics,12,1009,15,5315,23,10291.8
1609,West,Clothing,5,4405,5,3351,33,20923.75
1610,West,Food,2,4758,15,3343,51,8088.6
1611,North,Electronics,16,3289,5,9617,40,49992.8
1612,South,Clothing,5,870,15,7043,59,3697.5
1613,West,Furniture,15,3255,10,6401,41,43942.5
1614,South,Electronics,12,2601,20,1469,30,24969.6
1615,South,Clothing,4,2814,15,1594,35,9567.6
1616,East,Food,15,4824,5,6624,30,68742.0
1617,North,Food,11,3685,5,7847,54,38508.25
1618,West,Electronics,16,1728,10,3695,60,24883.2
1619,East,Clothing,6,486,5,1904,56,2770.2
1620,East,Electronics,14,3521,0,7440,59,49294.0
1621,West,Electronics,18,4108,20,4790,34,59155.2
1622,South,Clothing,12,4193,15,4482,32,42768.6
1623,East,Clothing,11,4463,20,6055,35,39274.4
1624,South,Furniture,13,2566,10,8454,40,30022.2
1625,North,Clothing,11,2382,15,5213,47,22271.7
1626,South,Food,16,1956,15,3592,51,26601.6
1627,North,Electronics,15,2098,0,4659,21,31470.0
1628,South,Electronics,15,1336,10,6808,20,18036.0
1629,East,Food,4,4769,5,7978,24,18122.2
1630,East,Clothing,11,4244,0,8976,35,46684.0
1631,North,Food,19,1250,0,5433,59,23750.0
1632,West,Food,15,4418,20,5426,24,53016.0
1633,North,Furniture,4,1531,20,9879,57,4899.2
1634,North,Food,13,1919,20,4469,23,19957.6
1635,South,Electronics,19,2424,0,3465,39,46056.0
1636,South,Food,2,1230,5,4819,18,2337.0
1637,North,Electronics,14,2758,15,9475,21,32820.2
1638,East,Electronics,4,3600,20,7608,63,11520.0
1639,South,Electronics,16,474,5,9641,60,7204.8
1640,West,Clothing,14,2220,10,4439,46,27972.0
1641,South,Furniture,15,4120,20,544,38,49440.0
1642,South,Electronics,3,2121,15,2310,43,5408.55
1643,West,Electronics,8,3805,10,5066,31,27396.0
1644,North,Clothing,16,3359,10,9521,26,48369.6
1645,West,Electronics,10,3535,15,2409,64,30047.5
1646,North,Food,4,1989,20,6864,29,6364.8
1647,North,Food,18,1923,0,3081,59,34614.0
1648,North,Furniture,2,1574,15,1191,23,2675.8
1649,West,Electronics,17,2342,15,1431,37,33841.9
1650,North,Clothing,13,3343,15,8410,41,36940.15
1651,East,Food,4,3234,10,6882,44,11642.4
1652,West,Clothing,11,2170,5,3906,55,22676.5
1653,East,Clothing,7,459,0,8839,25,3213.0
1654,North,Food,12,2141,20,1532,18,20553.6
1655,South,Clothing,10,1241,20,1811,41,9928.0
1656,North,Food,7,1735,5,9079,64,11537.75
1657,East,Clothing,13,4100,15,3621,24,45305.0
1658,East,Food,7,2043,0,2373,36,14301.0
1659,West,Electronics,17,4874,20,9607,39,66286.4
1660,South,Furniture,10,3461,20,7281,52,27688.0
1661,West,Food,10,3080,15,4248,47,26180.0
1662,East,Food,4,106,5,777,46,402.8
1663,North,Furniture,4,3367,0,2359,39,13468.0
1664,South,Food,7,1691,5,6429,28,11245.15
1665,North,Food,1,3364,5,7292,37,3195.8
1666,North,Clothing,12,2706,0,5213,46,32472.0
1667,South,Furniture,13,3319,0,5175,58,43147.0
1668,West,Electronics,10,3373,20,1670,59,26984.0
1669,North,Food,15,1013,20,9181,51,12156.0
1670,East,Furniture,13,2111,0,9874,18,27443.0
1671,North,Clothing,9,1542,10,5808,48,12490.2
1672,South,Electronics,9,3154,20,2962,47,22708.8
1673,South,Furniture,15,3646,10,787,35,49221.0
1674,South,Electronics,10,4321,0,6453,34,43210.0
1675,West,Electronics,10,3028,20,4782,55,24224.0
1676,North,Electronics,8,1929,5,2407,31,14660.4
1677,West,Food,16,675,0,1661,40,10800.0
1678,West,Food,17,1029,15,629,42,14869.05
1679,South,Clothing,5,3859,10,6837,32,17365.5
1680,South,Clothing,4,3799,0,2863,63,15196.0
1681,West,Furniture,18,1563,0,8651,39,28134.0
1682,North,Clothing,19,3375,20,6483,20,51300.0
1683,East,Electronics,4,1154,20,643,36,3692.8
1684,West,Electronics,7,2000,20,8707,61,11200.0
1685,North,Food,10,1557,15,7969,51,13234.5
1686,South,Electronics,18,1499,20,744,52,21585.6
1687,South,Furniture,19,3515,0,1426,18,66785.0
1688,North,Electronics,4,542,20,3678,38,1734.4
1689,East,Electronics,10,3750,5,2676,46,35625.0
1690,South,Furniture,1,4752,20,5502,23,3801.6
1691,South,Clothing,18,1278,15,1386,54,19553.4
1692,South,Clothing,5,4558,5,9032,18,21650.5
1693,North,Furniture,15,1357,0,3898,18,20355.0
1694,West,Food,17,3734,0,8997,44,63478.0
1695,South,Electronics,3,1941,10,9599,38,5240.7
1696,West,Furniture,12,2409,5,3154,33,27462.6
1697,East,Electronics,2,1010,10,7892,61,1818.0
1698,South,Food,1,4440,5,1871,57,4218.0
1699,South,Electronics,17,4737,5,7635,43,76502.55
1700,East,Furniture,16,4109,15,820,33,55882.4
1701,South,Electronics,5,2269,10,5154,45,10210.5
1702,West,Clothing,15,2272,15,5800,18,28968.0
1703,North,Food,3,223,5,7261,53,635.55
1704,West,Food,7,3258,0,7354,27,22806.0
1705,North,Food,11,885,5,6005,60,9248.25
1706,North,Furniture,10,2516,15,9823,34,21386.0
1707,West,Food,9,896,10,7053,40,7257.6
1708,West,Clothing,14,4272,10,4542,24,53827.2
1709,West,Furniture,13,4254,15,9509,61,47006.7
1710,West,Clothing,2,2036,10,7998,24,3664.8
1711,East,Electronics,3,2256,20,7136,61,5414.4
1712,South,Electronics,7,3907,0,7862,32,27349.0
1713,North,Electronics,18,1401,0,511,51,25218.0
1714,West,Electronics,3,4263,0,694,63,12789.0
1715,West,Clothing,10,3240,10,3037,62,29160.0
1716,West,Furniture,7,3336,10,3342,21,21016.8
1717,East,Furniture,9,2452,5,2729,31,20964.6
1718,West,Food,17,2032,5,3509,31,32816.8
1719,West,Clothing,11,2821,0,8484,33,31031.0
1720,West,Electronics,7,464,20,2577,24,2598.4
1721,South,Clothing,14,2490,5,8345,49,33117.0
1722,East,Food,19,1046,5,4367,36,18880.3
1723,West,Food,4,1477,10,5373,19,5317.2
1724,North,Clothing,6,1539,20,9135,27,7387.2
1725,North,Clothing,10,3280,0,797,34,32800.0
1726,North,Clothing,7,4957,5,6356,54,32964.05
1727,East,Furniture,13,440,20,9536,29,4576.0
1728,East,Electronics,14,3089,20,1515,23,34596.8
1729,North,Clothing,4,482,0,1884,39,1928.0
1730,West,Clothing,8,1656,20,9245,49,10598.4
1731,East,Clothing,5,399,20,2850,58,1596.0
1732,North,Food,1,238,20,1769,37,190.4
1733,North,Food,4,458,5,1760,18,1740.4
1734,West,Furniture,3,1622,0,8201,64,4866.0
1735,South,Electronics,9,3556,20,8876,23,25603.2
1736,East,Furniture,8,1727,20,5063,36,11052.8
1737,West,Electronics,1,1403,5,7397,35,1332.85
1738,North,Food,6,1234,0,6172,23,7404.0
1739,North,Food,9,2286,10,6093,62,18516.6
1740,West,Food,7,3270,5,6655,50,21745.5
1741,East,Furniture,4,3935,0,6043,40,15740.0
1742,South,Clothing,13,2251,20,7740,40,23410.4
1743,South,Clothing,17,1337,0,5183,43,22729.0
1744,North,Food,2,3835,0,2381,30,7670.0
1745,East,Clothing,5,2934,0,9213,24,14670.0
1746,South,Clothing,12,4360,10,4309,32,47088.0
1747,East,Furniture,8,1098,0,6307,61,8784.0
1748,East,Electronics,6,2667,10,5383,44,14401.8
1749,North,Food,8,1407,20,7706,43,9004.8
1750,South,Food,18,756,10,4655,50,12247.2
1751,West,Furniture,3,2760,20,5173,32,6624.0
1752,North,Furniture,12,2311,20,1909,53,22185.6
1753,South,Clothing,3,2009,10,5697,62,5424.3
1754,South,Food,6,3830,5,7952,44,21831.0
1755,South,Electronics,2,2146,15,9218,22,3648.2
1756,South,Furniture,12,3262,0,2672,19,39144.0
1757,South,Electronics,2,1240,15,779,50,2108.0
1758,East,Electronics,6,366,0,4477,33,2196.0
1759,North,Food,17,1945,0,3169,40,33065.0
1760,East,Food,3,1808,20,8325,55,4339.2
1761,West,Furniture,2,3730,0,4481,33,7460.0
1762,South,Food,8,3311,0,5269,31,26488.0
1763,North,Food,12,2393,10,5747,46,25844.4
1764,South,Food,4,3832,15,4927,43,13028.8
1765,North,Electronics,5,3929,10,6635,52,17680.5
1766,East,Furniture,13,1610,0,6073,32,20930.0
1767,North,Clothing,15,575,20,4631,20,6900.0
1768,West,Electronics,16,1076,10,7689,40,15494.4
1769,West,Food,10,1307,10,5035,46,11763.0
1770,North,Electronics,16,2060,5,3276,51,31312.0
1771,North,Food,12,657,0,9811,50,7884.0
1772,North,Food,17,982,20,8197,58,13355.2
1773,North,Electronics,16,2294,10,8886,58,33033.6
1774,West,Furniture,12,4861,10,1162,40,52498.8
1775,South,Food,8,2767,20,9171,24,17708.8
1776,North,Furniture,3,4777,0,8544,20,14331.0
1777,North,Clothing,16,4890,5,4718,49,74328.0
1778,West,Food,13,1710,10,5560,48,20007.0
1779,West,Furniture,19,3588,5,6374,35,64763.4
1780,East,Furniture,8,2554,15,6081,60,17367.2
1781,North,Clothing,5,4594,0,2514,24,22970.0
1782,East,Furniture,8,2046,15,4289,58,13912.8
1783,West,Furniture,12,4910,15,9603,18,50082.0
1784,West,Clothing,1,4899,15,7648,31,4164.15
1785,South,Food,6,2908,0,8266,49,17448.0
1786,North,Furniture,18,3925,0,2864,23,70650.0
1787,East,Furniture,8,3636,20,4129,56,23270.4
1788,West,Furniture,7,3902,5,6419,27,25948.3
1789,West,Electronics,1,4277,5,6175,24,4063.15
1790,East,Clothing,16,4799,20,9372,43,61427.2
1791,South,Electronics,12,2070,20,7138,51,19872.0
1792,West,Clothing,6,3922,15,5151,47,20002.2
1793,North,Food,2,2919,20,1109,53,4670.4
1794,West,Food,14,1002,10,8440,38,12625.2
1795,North,Furniture,4,464,5,4366,34,1763.2
1796,East,Clothing,1,4358,20,871,50,3486.4
1797,North,Food,18,3219,10,7498,27,52147.8
1798,East,Clothing,13,2658,10,1115,64,31098.6
1799,North,Food,2,1963,10,7411,59,3533.4
1800,East,Electronics,9,215,10,6510,29,1741.5
1801,North,Food,2,2484,15,2753,33,4222.8
1802,South,Electronics,9,4035,10,5442,58,32683.5
1803,North,Food,1,2590,15,1364,49,2201.5
1804,North,Furniture,11,1042,15,1768,32,9742.7
1805,South,Electronics,3,1824,10,7954,44,4924.8
1806,West,Food,4,2434,5,9476,45,9249.2
1807,West,Furniture,18,2867,10,5071,34,46445.4
1808,North,Electronics,6,1237,10,5729,63,6679.8
1809,South,Furniture,3,2627,10,2737,19,7092.9
1810,North,Clothing,11,4217,5,4554,53,44067.65
1811,East,Clothing,15,3520,0,1435,24,52800.0
1812,East,Electronics,5,4878,0,6894,30,24390.0
1813,North,Food,10,4006,15,8391,32,34051.0
1814,West,Electronics,12,3737,15,825,42,38117.4
1815,West,Furniture,15,3053,5,8274,40,43505.25
1816,North,Food,17,2467,20,4361,39,33551.2
1817,North,Clothing,10,4321,0,2485,43,43210.0
1818,East,Food,6,376,15,5432,50,1917.6
1819,West,Clothing,18,2099,0,5103,28,37782.0
1820,North,Food,13,1327,5,3278,27,16388.45
1821,East,Food,3,3852,5,9962,42,10978.2
1822,West,Food,10,3835,20,9332,54,30680.0
1823,South,Furniture,14,795,20,8254,60,8904.0
1824,East,Furniture,6,1409,5,4578,55,8031.3
1825,West,Electronics,3,4252,15,1867,58,10842.6
1826,West,Electronics,16,3334,0,4542,62,53344.0
1827,East,Clothing,7,4214,10,3075,41,26548.2
1828,South,Furniture,14,2411,20,7254,57,27003.2
1829,East,Clothing,9,2941,10,2081,63,23822.1
1830,West,Electronics,15,4308,15,2486,50,54927.0
1831,North,Clothing,3,3659,20,2740,34,8781.6
1832,North,Electronics,2,3498,10,4466,41,6296.4
1833,East,Furniture,2,641,15,8104,54,1089.7
1834,West,Food,3,2794,0,8820,19,8382.0
1835,North,Furniture,18,4774,15,6468,49,73042.2
1836,West,Clothing,14,1188,20,9543,41,13305.6
1837,East,Clothing,18,3463,5,7993,26,59217.3
1838,North,Furniture,10,124,0,4603,21,1240.0
1839,West,Furniture,2,1672,10,2576,34,3009.6
1840,North,Electronics,1,3058,20,5731,34,2446.4
1841,East,Clothing,4,4336,5,3494,47,16476.8
1842,West,Clothing,14,1867,15,4244,57,22217.3
1843,North,Furniture,1,4843,5,6094,28,4600.85
1844,East,Food,14,2335,20,8031,38,26152.0
1845,North,Clothing,16,300,20,7871,38,3840.0
1846,North,Food,14,3298,5,2144,35,43863.4
1847,South,Furniture,3,356,15,3644,46,907.8
1848,South,Furniture,3,3847,5,742,41,10963.95
1849,East,Electronics,9,4742,20,4585,27,34142.4
1850,South,Clothing,6,2341,20,8454,62,11236.8
1851,East,Food,13,3275,10,7769,34,38317.5
1852,South,Electronics,2,3706,10,7630,35,6670.8
1853,North,Clothing,8,3436,0,7328,59,27488.0
1854,East,Electronics,2,4997,20,8862,37,7995.2
1855,East,Furniture,4,513,10,9344,54,1846.8
1856,North,Clothing,15,2114,5,6831,62,30124.5
1857,East,Electronics,4,1481,15,4012,35,5035.4
1858,East,Electronics,13,1198,5,1999,34,14795.3
1859,South,Food,12,3526,15,2658,26,35965.2
1860,East,Electronics,13,3755,10,5662,31,43933.5
1861,West,Clothing,14,1009,0,4539,46,14126.0
1862,North,Clothing,18,287,5,2535,48,4907.7
1863,South,Food,6,4144,5,8477,21,23620.8
1864,South,Clothing,11,3856,5,1357,35,40295.2
1865,West,Furniture,2,2115,15,4323,37,3595.5
1866,North,Clothing,19,2192,10,7270,64,37483.2
1867,North,Clothing,19,3744,5,9741,60,67579.2
1868,South,Electronics,5,2230,5,798,61,10592.5
1869,East,Electronics,19,457,0,7744,26,8683.0
1870,South,Clothing,2,2522,0,1423,30,5044.0
1871,North,Food,10,4357,10,4732,32,39213.0
1872,West,Electronics,2,4645,10,4806,44,8361.0
1873,South,Food,11,1597,20,3299,32,14053.6
1874,North,Clothing,18,2258,0,7078,45,40644.0
1875,South,Clothing,15,2655,20,5375,54,31860.0
1876,East,Furniture,9,2442,15,5826,36,18681.3
1877,South,Electronics,19,3051,20,7082,43,46375.2
1878,South,Clothing,9,1338,5,2302,43,11439.9
1879,North,Furniture,3,1073,20,3157,42,2575.2
1880,North,Electronics,9,4827,10,3846,43,39098.7
1881,North,Clothing,14,4065,15,3449,43,48373.5
1882,South,Clothing,19,1150,5,1441,63,20757.5
1883,East,Electronics,7,3801,20,2407,45,21285.6
1884,West,Electronics,16,2880,15,5337,35,39168.0
1885,West,Electronics,16,1688,15,8605,49,22956.8
1886,North,Clothing,1,3978,5,1743,20,3779.1
1887,North,Clothing,4,2468,20,6196,19,7897.6
1888,South,Furniture,4,536,15,1966,50,1822.4
1889,West,Food,7,2928,15,4457,59,17421.6
1890,North,Electronics,8,1656,0,2466,36,13248.0
1891,East,Clothing,17,3958,15,875,34,57193.1
1892,East,Clothing,5,1404,0,762,61,7020.0
1893,North,Electronics,7,2484,20,4862,50,13910.4
1894,North,Food,4,282,20,7002,29,902.4
1895,West,Electronics,6,1689,20,8333,20,8107.2
1896,West,Food,7,1687,10,2393,60,10628.1
1897,South,Clothing,18,759,20,8606,43,10929.6
1898,West,Food,5,259,15,2152,52,1100.75
1899,East,Furniture,3,4053,5,6040,25,11551.05
1900,East,Clothing,7,1111,0,4392,53,7777.0
1901,North,Furniture,14,152,10,1099,24,1915.2
1902,West,Electronics,7,2407,20,5315,63,13479.2
1903,South,Electronics,5,1328,20,2412,63,5312.0
1904,East,Electronics,5,1135,5,9984,53,5391.25
1905,East,Food,2,3802,5,9292,33,7223.8
1906,South,Clothing,6,4145,10,9072,41,22383.0
1907,South,Electronics,15,4549,0,4713,18,68235.0
1908,East,Electronics,10,1364,20,4137,42,10912.0
1909,East,Clothing,7,1984,10,9790,27,12499.2
1910,South,Electronics,5,1909,15,6099,33,8113.25
1911,East,Furniture,1,3267,15,6948,33,2776.95
1912,North,Clothing,13,3897,10,9057,25,45594.9
1913,North,Clothing,18,2441,20,7882,46,35150.4
1914,South,Clothing,13,3514,10,9482,56,41113.8
1915,West,Furniture,18,917,20,4069,45,13204.8
1916,South,Clothing,5,2537,5,8207,23,12050.75
1917,South,Furniture,13,988,10,1246,33,11559.6
1918,West,Clothing,4,767,20,9004,37,2454.4
1919,West,Food,17,4828,10,5133,33,73868.4
1920,West,Electronics,3,2724,10,1420,24,7354.8
1921,North,Food,17,4332,20,9769,58,58915.2
1922,East,Electronics,11,4623,20,7508,31,40682.4
1923,North,Furniture,4,918,0,2881,60,3672.0
1924,East,Food,2,2288,10,4118,43,4118.4
1925,North,Clothing,16,1206,15,9489,43,16401.6
1926,East,Electronics,18,2324,10,4943,31,37648.8
1927,North,Electronics,8,297,10,772,24,2138.4
1928,West,Food,3,2771,20,2273,50,6650.4
1929,South,Furniture,9,3592,10,3047,43,29095.2
1930,North,Food,6,2548,10,3664,62,13759.2
1931,East,Furniture,10,570,15,5280,37,4845.0
1932,West,Furniture,10,2048,20,1446,20,16384.0
1933,North,Electronics,13,3999,10,1006,21,46788.3
1934,North,Food,17,2110,5,7219,43,34076.5
1935,West,Food,9,3900,0,8935,28,35100.0
1936,North,Furniture,17,4218,15,9197,19,60950.1
1937,South,Food,9,3896,10,6860,31,31557.6
1938,North,Clothing,9,4088,5,8157,61,34952.4
1939,South,Clothing,1,334,10,4090,47,300.6
1940,South,Food,2,1028,10,1692,29,1850.4
1941,West,Food,16,3707,20,1964,43,47449.6
1942,North,Furniture,1,622,20,890,61,497.6
1943,West,Clothing,10,3623,20,6115,50,28984.0
1944,North,Clothing,18,4626,5,6606,30,79104.6
1945,North,Electronics,8,4988,10,9364,31,35913.6
1946,East,Furniture,11,1729,0,3060,41,19019.0
1947,North,Electronics,2,4728,15,6367,51,8037.6
1948,West,Clothing,8,1416,20,1711,61,9062.4
1949,South,Furniture,8,2957,20,9621,43,18924.8
1950,North,Food,17,1224,10,2039,38,18727.2
1951,East,Furniture,15,2687,10,9604,45,36274.5
1952,West,Food,17,1123,5,1143,53,18136.45
1953,North,Food,13,1478,5,9193,57,18253.3
1954,West,Furniture,19,3474,20,9421,19,52804.8
1955,East,Food,5,1619,10,1783,59,7285.5
1956,East,Electronics,12,326,0,8180,26,3912.0
1957,West,Clothing,1,991,15,7845,40,842.35
1958,North,Food,5,4172,10,4886,32,18774.0
1959,South,Electronics,8,2357,10,1419,30,16970.4
1960,East,Food,13,2888,5,2839,40,35666.8
1961,North,Clothing,8,496,15,9447,34,3372.8
1962,North,Electronics,11,2178,20,6430,19,19166.4
1963,South,Clothing,1,4844,10,5902,37,4359.6
1964,East,Clothing,13,4524,20,6163,37,47049.6
1965,East,Electronics,19,3337,10,5775,63,57062.7
1966,North,Electronics,3,3993,20,1007,20,9583.2
1967,North,Electronics,17,2105,15,1936,29,30417.25
1968,South,Furniture,5,2116,5,9250,57,10051.0
1969,South,Electronics,8,3271,15,7854,19,22242.8
1970,East,Electronics,14,2768,0,5016,53,38752.0
1971,West,Electronics,4,1978,5,4122,31,7516.4
1972,East,Electronics,11,1296,15,4899,33,12117.6
1973,North,Food,15,1872,0,5537,36,28080.0
1974,East,Furniture,19,261,10,8611,51,4463.1
1975,West,Clothing,7,4076,10,4215,61,25678.8
1976,South,Electronics,19,1851,20,8337,63,28135.2
1977,West,Food,19,875,5,1801,23,15793.75
1978,West,Food,11,1039,10,7870,30,10286.1
1979,West,Food,5,3320,5,5685,53,15770.0
1980,South,Clothing,5,639,10,2655,39,2875.5
1981,West,Electronics,8,1561,20,6911,35,9990.4
1982,West,Furniture,10,455,15,6865,29,3867.5
1983,West,Furniture,6,3704,20,1192,47,17779.2
1984,North,Food,15,3423,0,1978,57,51345.0
1985,West,Clothing,16,334,10,6896,24,4809.6
1986,South,Clothing,17,1648,0,8948,49,28016.0
1987,West,Clothing,8,2196,0,941,36,17568.0
1988,West,Furniture,8,4313,5,3146,23,32778.8
1989,South,Food,9,2201,10,5709,37,17828.1
1990,West,Electronics,2,1773,0,7033,44,3546.0
1991,South,Furniture,15,2200,15,5177,60,28050.0
1992,West,Food,18,3757,0,7711,54,67626.0
1993,South,Food,3,4753,15,3145,24,12120.15
1994,West,Electronics,17,3696,5,8710,22,59690.4
1995,West,Electronics,4,3848,0,9816,28,15392.0
1996,North,Electronics,4,3273,20,8433,32,10473.6
1997,North,Clothing,14,1915,5,5976,20,25469.5
1998,West,Electronics,9,3941,15,8428,22,30148.65
1999,West,Food,9,2105,5,2580,40,17997.75
2000,East,Electronics,18,4593,0,6589,54,82674.0
