Quantity,UnitPrice,Discount,AdvertisingSpend,CustomerAge,Sales,Region_East,Region_North,Region_South,Region_West,Product_Clothing,Product_Electronics,Product_Food,Product_Furniture
10,1477,15,5024,64,12554.5,False,False,True,False,False,False,True,False
19,2697,0,3321,57,51243.0,True,False,False,False,False,False,True,False
19,241,0,7009,25,4579.0,False,False,False,True,False,False,False,True
12,2759,20,8193,35,26486.4,False,True,False,False,True,False,False,False
3,4696,0,9954,45,14088.0,False,True,False,False,False,False,True,False
13,939,15,571,33,10375.95,False,False,False,True,False,False,True,False
18,3718,20,4080,36,53539.2,False,True,False,False,True,False,False,False
8,4017,10,8462,59,28922.4,False,False,False,True,False,False,True,False
15,695,0,768,34,10425.0,False,True,False,False,False,True,False,False
1,2004,5,2962,62,1903.8,False,False,True,False,False,True,False,False
3,380,0,9960,30,1140.0,False,True,False,False,True,False,False,False
8,523,10,1515,24,3765.6,False,False,False,True,False,False,False,True
4,4465,20,9775,44,14288.0,False,False,False,True,False,False,False,True
16,4349,10,8484,27,62625.6,False,False,False,True,True,False,False,False
10,1850,5,906,51,17575.0,False,False,False,True,True,False,False,False
12,4857,15,7884,53,49541.4,False,False,False,True,False,True,False,False
14,2067,0,6549,42,28938.0,True,False,False,False,False,False,False,True
14,4188,20,6669,23,46905.6,True,False,False,False,False,False,True,False
2,4278,15,8482,41,7272.6,False,True,False,False,False,True,False,False
5,3046,10,1485,35,13707.0,False,False,False,True,True,False,False,False
5,1549,20,4985,40,6196.0,False,True,False,False,False,False,False,True
6,2431,15,9401,23,12398.1,False,False,False,True,False,False,True,False
13,2320,20,3118,46,24128.0,False,False,False,True,False,False,True,False
9,3889,5,6789,42,33250.95,True,False,False,False,False,True,False,False
15,2910,5,7428,34,41467.5,True,False,False,False,False,False,False,True
14,4828,0,5868,63,67592.0,False,False,True,False,False,False,False,True
7,1631,0,5121,41,11417.0,True,False,False,False,True,False,False,False
2,4982,5,8066,28,9465.8,False,False,True,False,False,False,False,True
7,3090,20,5170,43,17304.0,False,False,True,False,False,False,False,True
6,4593,5,8158,51,26180.1,False,False,True,False,False,True,False,False
17,1243,0,1503,45,21131.0,False,False,True,False,False,False,False,True
2,1033,5,8004,20,1962.7,False,False,True,False,False,False,True,False
3,1560,5,2966,28,4446.0,False,True,False,False,False,True,False,False
5,2823,20,2439,55,11292.0,True,False,False,False,False,True,False,False
5,2612,15,2135,31,11101.0,False,False,True,False,True,False,False,False
1,385,0,8595,43,385.0,False,False,False,True,False,False,False,True
8,364,20,6765,38,2329.6,True,False,False,False,True,False,False,False
12,2467,5,2395,56,28123.8,True,False,False,False,False,False,True,False
4,3547,5,7024,47,13478.6,False,False,True,False,False,True,False,False
13,1862,15,1573,25,20575.1,False,True,False,False,False,True,False,False
15,3148,0,5684,37,47220.0,False,False,True,False,False,True,False,False
11,2481,0,2902,49,27291.0,False,True,False,False,False,False,True,False
10,2369,10,5395,39,21321.0,False,False,False,True,False,False,True,False
3,140,0,7831,24,420.0,True,False,False,False,True,False,False,False
14,167,15,9843,26,1987.3,False,False,False,True,True,False,False,False
16,1087,10,2456,62,15652.8,False,True,False,False,True,False,False,False
10,4108,10,7523,18,36972.0,False,True,False,False,False,False,False,True
10,3298,5,4407,46,31331.0,False,False,False,True,False,True,False,False
12,4890,5,1307,25,55746.0,False,True,False,False,False,True,False,False
9,2624,0,8878,21,23616.0,False,False,False,True,True,False,False,False
1,1185,10,5327,52,1066.5,True,False,False,False,False,True,False,False
5,2579,5,5024,20,12250.25,False,False,False,True,True,False,False,False
8,1793,15,9999,62,12192.4,True,False,False,False,False,False,False,True
11,2415,5,2784,57,25236.75,False,False,False,True,False,False,False,True
12,878,5,5813,24,10009.2,False,True,False,False,False,False,True,False
1,4689,10,1257,44,4220.1,False,False,False,True,False,False,False,True
11,1685,10,5387,18,16681.5,False,True,False,False,True,False,False,False
5,1592,20,4354,44,6368.0,False,False,False,True,False,False,False,True
15,760,15,4058,33,9690.0,False,False,False,True,False,False,True,False
5,1448,10,1461,55,6516.0,False,False,True,False,False,True,False,False
12,1399,0,4347,24,16788.0,False,True,False,False,True,False,False,False
5,4040,15,7226,61,17170.0,False,False,True,False,False,True,False,False
17,2086,15,4075,40,30142.7,False,True,False,False,False,False,True,False
17,2144,10,9567,58,32803.2,False,False,True,False,False,False,True,False
12,3616,15,2918,28,36883.2,True,False,False,False,False,False,True,False
15,1158,10,4698,59,15633.0,False,False,False,True,False,True,False,False
15,1076,5,1501,50,15333.0,False,True,False,False,False,True,False,False
6,4677,20,5744,53,22449.6,False,True,False,False,False,True,False,False
12,827,5,7619,54,9427.8,False,False,False,True,False,True,False,False
18,2627,10,4566,58,42557.4,False,True,False,False,False,False,True,False
14,3236,10,3345,34,40773.6,False,True,False,False,False,False,True,False
2,442,5,9349,52,839.8,False,False,True,False,True,False,False,False
9,1547,0,5816,22,13923.0,False,True,False,False,True,False,False,False
5,2479,0,922,49,12395.0,True,False,False,False,False,True,False,False
1,3759,0,7215,20,3759.0,True,False,False,False,False,False,False,True
3,626,10,4766,64,1690.2,False,False,False,True,False,False,False,True
6,1996,15,8049,52,10179.6,False,True,False,False,False,False,True,False
5,4854,10,6816,31,21843.0,False,False,False,True,False,False,True,False
5,2173,15,3210,48,9235.25,True,False,False,False,False,False,True,False
1,505,5,9144,48,479.75,False,True,False,False,True,False,False,False
17,1673,20,8569,34,22752.8,False,True,False,False,True,False,False,False
19,4700,15,2157,41,75905.0,False,False,False,True,False,False,True,False
14,3840,0,3041,40,53760.0,True,False,False,False,False,False,True,False
12,4374,10,7263,35,47239.2,False,True,False,False,False,False,True,False
10,4327,5,3575,31,41106.5,False,False,False,True,False,False,False,True
18,1946,0,3664,32,35028.0,True,False,False,False,True,False,False,False
11,1578,5,2553,32,16490.1,False,False,False,True,False,False,False,True
2,2495,20,8979,23,3992.0,False,False,True,False,False,False,False,True
18,871,10,6237,44,14110.2,False,True,False,False,False,False,True,False
7,678,10,3717,32,4271.4,False,False,True,False,False,False,True,False
15,3001,20,1947,53,36012.0,True,False,False,False,False,True,False,False
11,293,10,6509,25,2900.7,False,False,True,False,False,True,False,False
18,2107,15,1107,32,32237.1,False,False,True,False,False,False,False,True
12,1285,5,5052,20,14649.0,True,False,False,False,True,False,False,False
6,2494,0,2264,64,14964.0,False,False,False,True,False,False,True,False
13,3098,20,9917,30,32219.2,False,False,True,False,False,False,True,False
16,1892,15,9927,58,25731.2,False,False,False,True,False,False,False,True
18,1210,0,9721,51,21780.0,False,False,True,False,False,True,False,False
10,4105,0,3171,41,41050.0,False,False,False,True,True,False,False,False
8,2361,20,7019,57,15110.4,True,False,False,False,False,True,False,False
18,3836,15,4462,49,58690.8,False,False,True,False,False,True,False,False
1,3893,0,3677,49,3893.0,True,False,False,False,False,True,False,False
8,2036,0,4222,47,16288.0,False,False,True,False,False,True,False,False
6,4975,15,5406,30,25372.5,True,False,False,False,False,False,True,False
5,4457,10,7763,18,20056.5,True,False,False,False,False,False,True,False
15,829,0,5554,51,12435.0,False,False,True,False,False,True,False,False
15,4478,5,1308,32,63811.5,False,False,True,False,True,False,False,False
2,3551,15,9670,61,6036.7,False,False,True,False,False,False,False,True
1,4557,0,1225,31,4557.0,False,True,False,False,True,False,False,False
11,4636,20,8201,46,40796.8,False,False,False,True,True,False,False,False
10,2240,5,1716,51,21280.0,False,True,False,False,True,False,False,False
18,1744,0,4551,35,31392.0,False,True,False,False,False,True,False,False
18,2900,5,2697,24,49590.0,True,False,False,False,False,False,True,False
17,241,5,3306,46,3892.15,False,False,True,False,True,False,False,False
8,1555,10,9470,48,11196.0,False,False,False,True,False,True,False,False
15,4896,5,1472,42,69768.0,True,False,False,False,True,False,False,False
8,2196,10,6134,55,15811.2,False,True,False,False,True,False,False,False
17,1425,15,7983,31,20591.25,False,False,True,False,False,True,False,False
12,1313,10,2623,25,14180.4,True,False,False,False,False,False,True,False
8,1259,20,9290,44,8057.6,False,False,True,False,False,False,True,False
14,4750,0,724,19,66500.0,True,False,False,False,False,False,False,True
4,4599,15,9532,34,15636.6,False,False,True,False,False,True,False,False
1,4797,15,2314,54,4077.45,False,True,False,False,False,False,False,True
1,440,20,1606,31,352.0,False,False,False,True,False,False,False,True
19,3928,10,624,42,67168.8,False,True,False,False,False,False,False,True
16,2068,0,3746,47,33088.0,False,False,False,True,False,False,True,False
14,803,10,3431,46,10117.8,False,False,True,False,False,True,False,False
16,4513,5,3471,37,68597.6,True,False,False,False,False,False,False,True
5,2529,10,2517,38,11380.5,False,True,False,False,False,True,False,False
9,1900,15,7915,39,14535.0,False,False,False,True,False,True,False,False
2,4748,0,2915,52,9496.0,False,True,False,False,False,False,True,False
18,955,10,3596,54,15471.0,False,False,False,True,False,False,False,True
6,1912,0,2109,33,11472.0,False,True,False,False,False,False,False,True
9,2966,0,1217,60,26694.0,False,False,False,True,False,True,False,False
1,3742,5,4061,34,3554.9,False,False,False,True,True,False,False,False
9,282,5,9708,33,2411.1,False,False,True,False,False,False,True,False
16,3212,15,7282,19,43683.2,False,False,False,True,False,False,True,False
13,4592,20,1548,21,47756.8,False,False,True,False,False,False,True,False
9,1617,0,8807,38,14553.0,False,False,False,True,False,False,True,False
13,1456,20,8405,56,15142.4,True,False,False,False,False,False,False,True
9,2274,15,6078,51,17396.1,True,False,False,False,False,False,False,True
11,3729,0,2120,47,41019.0,True,False,False,False,True,False,False,False
4,3728,0,7048,23,14912.0,False,False,False,True,False,False,True,False
2,4196,20,7881,34,6713.6,False,False,True,False,False,False,True,False
6,3339,10,5280,56,18030.6,False,False,True,False,False,True,False,False
14,3791,5,4292,42,50420.3,False,False,False,True,False,False,False,True
4,118,10,3441,22,424.8,True,False,False,False,False,False,True,False
6,3503,20,6195,22,16814.4,True,False,False,False,True,False,False,False
19,4779,5,6901,37,86260.95,False,False,True,False,True,False,False,False
6,4651,10,9669,33,25115.4,True,False,False,False,False,False,False,True
2,3104,5,6697,58,5897.6,False,True,False,False,True,False,False,False
18,1232,0,5950,54,22176.0,False,False,True,False,True,False,False,False
13,3439,10,9475,57,40236.3,True,False,False,False,False,False,False,True
9,3411,5,8932,26,29164.05,False,False,True,False,False,False,True,False
19,3472,5,6374,22,62669.6,False,True,False,False,False,False,True,False
13,1087,5,2053,59,13424.45,False,False,True,False,True,False,False,False
11,3421,10,1512,19,33867.9,False,False,True,False,True,False,False,False
1,4715,15,8878,26,4007.75,False,False,True,False,False,False,True,False
7,273,10,2381,60,1719.9,False,False,True,False,False,False,False,True
15,3841,20,7299,53,46092.0,False,True,False,False,True,False,False,False
1,3152,10,5086,39,2836.8,False,False,False,True,False,True,False,False
12,826,5,9122,39,9416.4,False,False,True,False,False,False,False,True
7,3860,0,8930,39,27020.0,False,False,True,False,True,False,False,False
15,1975,10,6947,51,26662.5,True,False,False,False,True,False,False,False
19,4133,10,2845,46,70674.3,False,False,True,False,False,True,False,False
1,1089,5,575,55,1034.55,True,False,False,False,False,True,False,False
17,3844,0,6377,63,65348.0,False,False,False,True,False,False,True,False
17,2786,0,7285,50,47362.0,False,True,False,False,False,False,False,True
3,519,20,5422,35,1245.6,False,True,False,False,False,False,False,True
12,693,10,8590,24,7484.4,False,False,False,True,False,False,True,False
6,1874,0,2830,18,11244.0,False,True,False,False,False,False,False,True
11,2559,0,5186,50,28149.0,False,False,False,True,False,False,False,True
3,1035,15,2402,18,2639.25,False,False,False,True,False,False,False,True
8,3908,15,5170,41,26574.4,False,False,False,True,False,False,False,True
14,431,0,7643,21,6034.0,False,True,False,False,False,False,False,True
14,3549,20,2559,21,39748.8,True,False,False,False,False,True,False,False
10,2802,0,640,35,28020.0,False,False,False,True,False,False,False,True
2,4106,5,2289,44,7801.4,False,False,True,False,False,True,False,False
14,3968,10,516,60,49996.8,False,True,False,False,False,False,False,True
9,4300,20,964,49,30960.0,False,False,False,True,False,False,True,False
3,301,5,4971,50,857.85,False,False,False,True,True,False,False,False
8,2597,20,2327,45,16620.8,False,False,True,False,False,True,False,False
16,1942,5,9211,59,29518.4,True,False,False,False,False,False,False,True
2,1966,10,6456,58,3538.8,True,False,False,False,False,False,True,False
6,2096,10,589,53,11318.4,True,False,False,False,True,False,False,False
12,1009,15,5315,23,10291.8,False,False,False,True,False,True,False,False
5,4405,5,3351,33,20923.75,False,False,False,True,True,False,False,False
2,4758,15,3343,51,8088.6,False,False,False,True,False,False,True,False
16,3289,5,9617,40,49992.8,False,True,False,False,False,True,False,False
5,870,15,7043,59,3697.5,False,False,True,False,True,False,False,False
15,3255,10,6401,41,43942.5,False,False,False,True,False,False,False,True
12,2601,20,1469,30,24969.6,False,False,True,False,False,True,False,False
4,2814,15,1594,35,9567.6,False,False,True,False,True,False,False,False
15,4824,5,6624,30,68742.0,True,False,False,False,False,False,True,False
11,3685,5,7847,54,38508.25,False,True,False,False,False,False,True,False
16,1728,10,3695,60,24883.2,False,False,False,True,False,True,False,False
6,486,5,1904,56,2770.2,True,False,False,False,True,False,False,False
14,3521,0,7440,59,49294.0,True,False,False,False,False,True,False,False
18,4108,20,4790,34,59155.2,False,False,False,True,False,True,False,False
12,4193,15,4482,32,42768.6,False,False,True,False,True,False,False,False
11,4463,20,6055,35,39274.4,True,False,False,False,True,False,False,False
13,2566,10,8454,40,30022.2,False,False,True,False,False,False,False,True
11,2382,15,5213,47,22271.7,False,True,False,False,True,False,False,False
16,1956,15,3592,51,26601.6,False,False,True,False,False,False,True,False
15,2098,0,4659,21,31470.0,False,True,False,False,False,True,False,False
15,1336,10,6808,20,18036.0,False,False,True,False,False,True,False,False
4,4769,5,7978,24,18122.2,True,False,False,False,False,False,True,False
11,4244,0,8976,35,46684.0,True,False,False,False,True,False,False,False
19,1250,0,5433,59,23750.0,False,True,False,False,False,False,True,False
15,4418,20,5426,24,53016.0,False,False,False,True,False,False,True,False
4,1531,20,9879,57,4899.2,False,True,False,False,False,False,False,True
13,1919,20,4469,23,19957.6,False,True,False,False,False,False,True,False
19,2424,0,3465,39,46056.0,False,False,True,False,False,True,False,False
2,1230,5,4819,18,2337.0,False,False,True,False,False,False,True,False
14,2758,15,9475,21,32820.2,False,True,False,False,False,True,False,False
4,3600,20,7608,63,11520.0,True,False,False,False,False,True,False,False
16,474,5,9641,60,7204.8,False,False,True,False,False,True,False,False
14,2220,10,4439,46,27972.0,False,False,False,True,True,False,False,False
15,4120,20,544,38,49440.0,False,False,True,False,False,False,False,True
3,2121,15,2310,43,5408.55,False,False,True,False,False,True,False,False
8,3805,10,5066,31,27396.0,False,False,False,True,False,True,False,False
16,3359,10,9521,26,48369.6,False,True,False,False,True,False,False,False
10,3535,15,2409,64,30047.5,False,False,False,True,False,True,False,False
4,1989,20,6864,29,6364.8,False,True,False,False,False,False,True,False
18,1923,0,3081,59,34614.0,False,True,False,False,False,False,True,False
2,1574,15,1191,23,2675.8,False,True,False,False,False,False,False,True
17,2342,15,1431,37,33841.9,False,False,False,True,False,True,False,False
13,3343,15,8410,41,36940.15,False,True,False,False,True,False,False,False
4,3234,10,6882,44,11642.4,True,False,False,False,False,False,True,False
11,2170,5,3906,55,22676.5,False,False,False,True,True,False,False,False
7,459,0,8839,25,3213.0,True,False,False,False,True,False,False,False
12,2141,20,1532,18,20553.6,False,True,False,False,False,False,True,False
10,1241,20,1811,41,9928.0,False,False,True,False,True,False,False,False
7,1735,5,9079,64,11537.75,False,True,False,False,False,False,True,False
13,4100,15,3621,24,45305.0,True,False,False,False,True,False,False,False
7,2043,0,2373,36,14301.0,True,False,False,False,False,False,True,False
17,4874,20,9607,39,66286.4,False,False,False,True,False,True,False,False
10,3461,20,7281,52,27688.0,False,False,True,False,False,False,False,True
10,3080,15,4248,47,26180.0,False,False,False,True,False,False,True,False
4,106,5,777,46,402.8,True,False,False,False,False,False,True,False
4,3367,0,2359,39,13468.0,False,True,False,False,False,False,False,True
7,1691,5,6429,28,11245.15,False,False,True,False,False,False,True,False
1,3364,5,7292,37,3195.8,False,True,False,False,False,False,True,False
12,2706,0,5213,46,32472.0,False,True,False,False,True,False,False,False
13,3319,0,5175,58,43147.0,False,False,True,False,False,False,False,True
10,3373,20,1670,59,26984.0,False,False,False,True,False,True,False,False
15,1013,20,9181,51,12156.0,False,True,False,False,False,False,True,False
13,2111,0,9874,18,27443.0,True,False,False,False,False,False,False,True
9,1542,10,5808,48,12490.2,False,True,False,False,True,False,False,False
9,3154,20,2962,47,22708.8,False,False,True,False,False,True,False,False
15,3646,10,787,35,49221.0,False,False,True,False,False,False,False,True
10,4321,0,6453,34,43210.0,False,False,True,False,False,True,False,False
10,3028,20,4782,55,24224.0,False,False,False,True,False,True,False,False
8,1929,5,2407,31,14660.4,False,True,False,False,False,True,False,False
16,675,0,1661,40,10800.0,False,False,False,True,False,False,True,False
17,1029,15,629,42,14869.05,False,False,False,True,False,False,True,False
5,3859,10,6837,32,17365.5,False,False,True,False,True,False,False,False
4,3799,0,2863,63,15196.0,False,False,True,False,True,False,False,False
18,1563,0,8651,39,28134.0,False,False,False,True,False,False,False,True
19,3375,20,6483,20,51300.0,False,True,False,False,True,False,False,False
4,1154,20,643,36,3692.8,True,False,False,False,False,True,False,False
7,2000,20,8707,61,11200.0,False,False,False,True,False,True,False,False
10,1557,15,7969,51,13234.5,False,True,False,False,False,False,True,False
18,1499,20,744,52,21585.6,False,False,True,False,False,True,False,False
19,3515,0,1426,18,66785.0,False,False,True,False,False,False,False,True
4,542,20,3678,38,1734.4,False,True,False,False,False,True,False,False
10,3750,5,2676,46,35625.0,True,False,False,False,False,True,False,False
1,4752,20,5502,23,3801.6,False,False,True,False,False,False,False,True
18,1278,15,1386,54,19553.4,False,False,True,False,True,False,False,False
5,4558,5,9032,18,21650.5,False,False,True,False,True,False,False,False
15,1357,0,3898,18,20355.0,False,True,False,False,False,False,False,True
17,3734,0,8997,44,63478.0,False,False,False,True,False,False,True,False
3,1941,10,9599,38,5240.7,False,False,True,False,False,True,False,False
12,2409,5,3154,33,27462.6,False,False,False,True,False,False,False,True
2,1010,10,7892,61,1818.0,True,False,False,False,False,True,False,False
1,4440,5,1871,57,4218.0,False,False,True,False,False,False,True,False
17,4737,5,7635,43,76502.55,False,False,True,False,False,True,False,False
16,4109,15,820,33,55882.4,True,False,False,False,False,False,False,True
5,2269,10,5154,45,10210.5,False,False,True,False,False,True,False,False
15,2272,15,5800,18,28968.0,False,False,False,True,True,False,False,False
3,223,5,7261,53,635.55,False,True,False,False,False,False,True,False
7,3258,0,7354,27,22806.0,False,False,False,True,False,False,True,False
11,885,5,6005,60,9248.25,False,True,False,False,False,False,True,False
10,2516,15,9823,34,21386.0,False,True,False,False,False,False,False,True
9,896,10,7053,40,7257.6,False,False,False,True,False,False,True,False
14,4272,10,4542,24,53827.2,False,False,False,True,True,False,False,False
13,4254,15,9509,61,47006.7,False,False,False,True,False,False,False,True
2,2036,10,7998,24,3664.8,False,False,False,True,True,False,False,False
3,2256,20,7136,61,5414.4,True,False,False,False,False,True,False,False
7,3907,0,7862,32,27349.0,False,False,True,False,False,True,False,False
18,1401,0,511,51,25218.0,False,True,False,False,False,True,False,False
3,4263,0,694,63,12789.0,False,False,False,True,False,True,False,False
10,3240,10,3037,62,29160.0,False,False,False,True,True,False,False,False
7,3336,10,3342,21,21016.8,False,False,False,True,False,False,False,True
9,2452,5,2729,31,20964.6,True,False,False,False,False,False,False,True
17,2032,5,3509,31,32816.8,False,False,False,True,False,False,True,False
11,2821,0,8484,33,31031.0,False,False,False,True,True,False,False,False
7,464,20,2577,24,2598.4,False,False,False,True,False,True,False,False
14,2490,5,8345,49,33117.0,False,False,True,False,True,False,False,False
19,1046,5,4367,36,18880.3,True,False,False,False,False,False,True,False
4,1477,10,5373,19,5317.2,False,False,False,True,False,False,True,False
6,1539,20,9135,27,7387.2,False,True,False,False,True,False,False,False
10,3280,0,797,34,32800.0,False,True,False,False,True,False,False,False
7,4957,5,6356,54,32964.05,False,True,False,False,True,False,False,False
13,440,20,9536,29,4576.0,True,False,False,False,False,False,False,True
14,3089,20,1515,23,34596.8,True,False,False,False,False,True,False,False
4,482,0,1884,39,1928.0,False,True,False,False,True,False,False,False
8,1656,20,9245,49,10598.4,False,False,False,True,True,False,False,False
5,399,20,2850,58,1596.0,True,False,False,False,True,False,False,False
1,238,20,1769,37,190.4,False,True,False,False,False,False,True,False
4,458,5,1760,18,1740.4,False,True,False,False,False,False,True,False
3,1622,0,8201,64,4866.0,False,False,False,True,False,False,False,True
9,3556,20,8876,23,25603.2,False,False,True,False,False,True,False,False
8,1727,20,5063,36,11052.8,True,False,False,False,False,False,False,True
1,1403,5,7397,35,1332.85,False,False,False,True,False,True,False,False
6,1234,0,6172,23,7404.0,False,True,False,False,False,False,True,False
9,2286,10,6093,62,18516.6,False,True,False,False,False,False,True,False
7,3270,5,6655,50,21745.5,False,False,False,True,False,False,True,False
4,3935,0,6043,40,15740.0,True,False,False,False,False,False,False,True
13,2251,20,7740,40,23410.4,False,False,True,False,True,False,False,False
17,1337,0,5183,43,22729.0,False,False,True,False,True,False,False,False
2,3835,0,2381,30,7670.0,False,True,False,False,False,False,True,False
5,2934,0,9213,24,14670.0,True,False,False,False,True,False,False,False
12,4360,10,4309,32,47088.0,False,False,True,False,True,False,False,False
8,1098,0,6307,61,8784.0,True,False,False,False,False,False,False,True
6,2667,10,5383,44,14401.8,True,False,False,False,False,True,False,False
8,1407,20,7706,43,9004.8,False,True,False,False,False,False,True,False
18,756,10,4655,50,12247.2,False,False,True,False,False,False,True,False
3,2760,20,5173,32,6624.0,False,False,False,True,False,False,False,True
12,2311,20,1909,53,22185.6,False,True,False,False,False,False,False,True
3,2009,10,5697,62,5424.3,False,False,True,False,True,False,False,False
6,3830,5,7952,44,21831.0,False,False,True,False,False,False,True,False
2,2146,15,9218,22,3648.2,False,False,True,False,False,True,False,False
12,3262,0,2672,19,39144.0,False,False,True,False,False,False,False,True
2,1240,15,779,50,2108.0,False,False,True,False,False,True,False,False
6,366,0,4477,33,2196.0,True,False,False,False,False,True,False,False
17,1945,0,3169,40,33065.0,False,True,False,False,False,False,True,False
3,1808,20,8325,55,4339.2,True,False,False,False,False,False,True,False
2,3730,0,4481,33,7460.0,False,False,False,True,False,False,False,True
8,3311,0,5269,31,26488.0,False,False,True,False,False,False,True,False
12,2393,10,5747,46,25844.4,False,True,False,False,False,False,True,False
4,3832,15,4927,43,13028.8,False,False,True,False,False,False,True,False
5,3929,10,6635,52,17680.5,False,True,False,False,False,True,False,False
13,1610,0,6073,32,20930.0,True,False,False,False,False,False,False,True
15,575,20,4631,20,6900.0,False,True,False,False,True,False,False,False
16,1076,10,7689,40,15494.4,False,False,False,True,False,True,False,False
10,1307,10,5035,46,11763.0,False,False,False,True,False,False,True,False
16,2060,5,3276,51,31312.0,False,True,False,False,False,True,False,False
12,657,0,9811,50,7884.0,False,True,False,False,False,False,True,False
17,982,20,8197,58,13355.2,False,True,False,False,False,False,True,False
16,2294,10,8886,58,33033.6,False,True,False,False,False,True,False,False
12,4861,10,1162,40,52498.8,False,False,False,True,False,False,False,True
8,2767,20,9171,24,17708.8,False,False,True,False,False,False,True,False
3,4777,0,8544,20,14331.0,False,True,False,False,False,False,False,True
16,4890,5,4718,49,74328.0,False,True,False,False,True,False,False,False
13,1710,10,5560,48,20007.0,False,False,False,True,False,False,True,False
19,3588,5,6374,35,64763.4,False,False,False,True,False,False,False,True
8,2554,15,6081,60,17367.2,True,False,False,False,False,False,False,True
5,4594,0,2514,24,22970.0,False,True,False,False,True,False,False,False
8,2046,15,4289,58,13912.8,True,False,False,False,False,False,False,True
12,4910,15,9603,18,50082.0,False,False,False,True,False,False,False,True
1,4899,15,7648,31,4164.15,False,False,False,True,True,False,False,False
6,2908,0,8266,49,17448.0,False,False,True,False,False,False,True,False
18,3925,0,2864,23,70650.0,False,True,False,False,False,False,False,True
8,3636,20,4129,56,23270.4,True,False,False,False,False,False,False,True
7,3902,5,6419,27,25948.3,False,False,False,True,False,False,False,True
1,4277,5,6175,24,4063.15,False,False,False,True,False,True,False,False
16,4799,20,9372,43,61427.2,True,False,False,False,True,False,False,False
12,2070,20,7138,51,19872.0,False,False,True,False,False,True,False,False
6,3922,15,5151,47,20002.2,False,False,False,True,True,False,False,False
2,2919,20,1109,53,4670.4,False,True,False,False,False,False,True,False
14,1002,10,8440,38,12625.2,False,False,False,True,False,False,True,False
4,464,5,4366,34,1763.2,False,True,False,False,False,False,False,True
1,4358,20,871,50,3486.4,True,False,False,False,True,False,False,False
18,3219,10,7498,27,52147.8,False,True,False,False,False,False,True,False
13,2658,10,1115,64,31098.6,True,False,False,False,True,False,False,False
2,1963,10,7411,59,3533.4,False,True,False,False,False,False,True,False
9,215,10,6510,29,1741.5,True,False,False,False,False,True,False,False
2,2484,15,2753,33,4222.8,False,True,False,False,False,False,True,False
9,4035,10,5442,58,32683.5,False,False,True,False,False,True,False,False
1,2590,15,1364,49,2201.5,False,True,False,False,False,False,True,False
11,1042,15,1768,32,9742.7,False,True,False,False,False,False,False,True
3,1824,10,7954,44,4924.8,False,False,True,False,False,True,False,False
4,2434,5,9476,45,9249.2,False,False,False,True,False,False,True,False
18,2867,10,5071,34,46445.4,False,False,False,True,False,False,False,True
6,1237,10,5729,63,6679.8,False,True,False,False,False,True,False,False
3,2627,10,2737,19,7092.9,False,False,True,False,False,False,False,True
11,4217,5,4554,53,44067.65,False,True,False,False,True,False,False,False
15,3520,0,1435,24,52800.0,True,False,False,False,True,False,False,False
5,4878,0,6894,30,24390.0,True,False,False,False,False,True,False,False
10,4006,15,8391,32,34051.0,False,True,False,False,False,False,True,False
12,3737,15,825,42,38117.4,False,False,False,True,False,True,False,False
15,3053,5,8274,40,43505.25,False,False,False,True,False,False,False,True
17,2467,20,4361,39,33551.2,False,True,False,False,False,False,True,False
10,4321,0,2485,43,43210.0,False,True,False,False,True,False,False,False
6,376,15,5432,50,1917.6,True,False,False,False,False,False,True,False
18,2099,0,5103,28,37782.0,False,False,False,True,True,False,False,False
13,1327,5,3278,27,16388.45,False,True,False,False,False,False,True,False
3,3852,5,9962,42,10978.2,True,False,False,False,False,False,True,False
10,3835,20,9332,54,30680.0,False,False,False,True,False,False,True,False
14,795,20,8254,60,8904.0,False,False,True,False,False,False,False,True
6,1409,5,4578,55,8031.3,True,False,False,False,False,False,False,True
3,4252,15,1867,58,10842.6,False,False,False,True,False,True,False,False
16,3334,0,4542,62,53344.0,False,False,False,True,False,True,False,False
7,4214,10,3075,41,26548.2,True,False,False,False,True,False,False,False
14,2411,20,7254,57,27003.2,False,False,True,False,False,False,False,True
9,2941,10,2081,63,23822.1,True,False,False,False,True,False,False,False
15,4308,15,2486,50,54927.0,False,False,False,True,False,True,False,False
3,3659,20,2740,34,8781.6,False,True,False,False,True,False,False,False
2,3498,10,4466,41,6296.4,False,True,False,False,False,True,False,False
2,641,15,8104,54,1089.7,True,False,False,False,False,False,False,True
3,2794,0,8820,19,8382.0,False,False,False,True,False,False,True,False
18,4774,15,6468,49,73042.2,False,True,False,False,False,False,False,True
14,1188,20,9543,41,13305.6,False,False,False,True,True,False,False,False
18,3463,5,7993,26,59217.3,True,False,False,False,True,False,False,False
10,124,0,4603,21,1240.0,False,True,False,False,False,False,False,True
2,1672,10,2576,34,3009.6,False,False,False,True,False,False,False,True
1,3058,20,5731,34,2446.4,False,True,False,False,False,True,False,False
4,4336,5,3494,47,16476.8,True,False,False,False,True,False,False,False
14,1867,15,4244,57,22217.3,False,False,False,True,True,False,False,False
1,4843,5,6094,28,4600.85,False,True,False,False,False,False,False,True
14,2335,20,8031,38,26152.0,True,False,False,False,False,False,True,False
16,300,20,7871,38,3840.0,False,True,False,False,True,False,False,False
14,3298,5,2144,35,43863.4,False,True,False,False,False,False,True,False
